epoch,step,val_loss
0,11,0.9628208875656128
1,23,0.9219733476638794
2,35,0.851521909236908
3,47,0.780795693397522
4,59,0.7249528765678406
5,71,0.6654781103134155
6,83,0.6330819725990295
7,95,0.561318576335907
8,107,0.5195490121841431
9,119,0.45523303747177124
10,131,0.4400990903377533
11,143,0.38907167315483093
12,155,0.37471744418144226
13,167,0.30739086866378784
14,179,0.2844711244106293
15,191,0.28001442551612854
16,203,0.22910983860492706
17,215,0.23879608511924744
18,227,0.1788284033536911
19,239,0.1797993779182434
20,251,0.15391923487186432
21,263,0.13561592996120453
22,275,0.1235080435872078
23,287,0.12195906043052673
24,299,0.10337615758180618
25,311,0.09887605160474777
26,323,0.08785870671272278
27,335,0.09964083880186081
28,347,0.05699232965707779
29,359,0.06696932017803192
30,371,0.0467364676296711
31,383,0.11016202718019485
32,395,0.0381692573428154
33,407,0.047713685780763626
34,419,0.04652194306254387
35,431,0.05155392736196518
36,443,0.02705143205821514
37,455,0.022054079920053482
38,467,0.026915835216641426
39,479,0.02078293077647686
40,491,0.08094004541635513
41,503,0.01893853396177292
42,515,0.015114211477339268
43,527,0.0243231114000082
44,539,0.023500952869653702
45,551,0.03683288395404816
46,563,0.0167925413697958
47,575,0.018082978203892708
48,587,0.020586052909493446
49,599,0.017317218706011772
50,611,0.02013566717505455
51,623,0.00945448037236929
52,635,0.036069754511117935
53,647,0.007801820058375597
54,659,0.01852884329855442
55,671,0.016601422801613808
56,683,0.005435374565422535
57,695,0.0234121922403574
58,707,0.00898412149399519
59,719,0.03174404799938202
60,731,0.02307812124490738
61,743,0.010949766263365746
62,755,0.005195614881813526
63,767,0.020325053483247757
64,779,0.03634331375360489
65,791,0.010850152932107449
66,803,0.006264445371925831
67,815,0.02765042521059513
68,827,0.01683126762509346
69,839,0.03999872878193855
70,851,0.01963658817112446
71,863,0.025912653654813766
72,875,0.0142480144277215
73,887,0.020314889028668404
74,899,0.017315063625574112
75,911,0.0373477078974247
76,923,0.011406698264181614
77,935,0.01702750101685524
78,947,0.026229839771986008
79,959,0.017259592190384865
80,971,0.027961594983935356
81,983,0.03285161778330803
82,995,0.03460003435611725
83,1007,0.024683021008968353
84,1019,0.04063503071665764
85,1031,0.030457591637969017
86,1043,0.01899052783846855
87,1055,0.04826578125357628
88,1067,0.03180747479200363
89,1079,0.035335201770067215
90,1091,0.02329489029943943
91,1103,0.02082786150276661
92,1115,0.025794094428420067
93,1127,0.013260542415082455
94,1139,0.03753853589296341
95,1151,0.05651437118649483
96,1163,0.008719297125935555
97,1175,0.04902918264269829
98,1187,0.03226450830698013
99,1199,0.022840579971671104
100,1211,0.021771572530269623
101,1223,0.005316747818142176
102,1235,0.029259102419018745
103,1247,0.018697049468755722
104,1259,0.01118473894894123
105,1271,0.021766146644949913
106,1283,0.031711217015981674
107,1295,0.01988808624446392
108,1307,0.008033771067857742
109,1319,0.03525445610284805
110,1331,0.016772381961345673
111,1343,0.014891981147229671
112,1355,0.023398587480187416
113,1367,0.026637861505150795
114,1379,0.03677184879779816
115,1391,0.03125632926821709
116,1403,0.01525317132472992
117,1415,0.05981343984603882
118,1427,0.026328152045607567
119,1439,0.024035383015871048
120,1451,0.022562313824892044
121,1463,0.036057546734809875
122,1475,0.02981153503060341
123,1487,0.008051346056163311
124,1499,0.022962767630815506
125,1511,0.0049238381907343864
126,1523,0.003524178871884942
127,1535,0.008918089792132378
128,1547,0.02614104561507702
129,1559,0.0175723135471344
130,1571,0.01466326229274273
131,1583,0.01422932744026184
132,1595,0.019361810758709908
133,1607,0.024617988616228104
134,1619,0.011128881946206093
135,1631,0.021958108991384506
136,1643,0.02393430657684803
137,1655,0.062020547688007355
138,1667,0.012118571437895298
139,1679,0.02477169595658779
140,1691,0.006954983342438936
141,1703,0.011834719218313694
142,1715,0.0866379514336586
143,1727,0.01589752733707428
144,1739,0.007805904373526573
145,1751,0.009921354241669178
146,1763,0.007851710543036461
147,1775,0.008551746606826782
148,1787,0.007682316936552525
149,1799,0.016600562259554863
150,1811,0.02913656458258629
151,1823,0.01234119851142168
152,1835,0.012274268083274364
153,1847,0.006153570022433996
154,1859,0.021867971867322922
155,1871,0.010608295910060406
156,1883,0.0425700806081295
157,1895,0.015275638550519943
158,1907,0.013698332943022251
159,1919,0.010315132327377796
160,1931,0.011081719771027565
161,1943,0.026847396045923233
162,1955,0.05656658485531807
163,1967,0.04728666692972183
164,1979,0.024578310549259186
165,1991,0.03343655541539192
166,2003,0.013187380507588387
167,2015,0.02563713677227497
168,2027,0.013909220695495605
169,2039,0.01265730895102024
170,2051,0.018514912575483322
171,2063,0.010889657773077488
172,2075,0.03510820493102074
173,2087,0.023298125714063644
174,2099,0.007013077847659588
175,2111,0.01657339558005333
176,2123,0.05282226577401161
177,2135,0.010669143870472908
178,2147,0.04143912345170975
179,2159,0.006774623412638903
180,2171,0.010237635113298893
181,2183,0.021420257166028023
182,2195,0.013261797837913036
183,2207,0.02779708057641983
184,2219,0.029869593679904938
185,2231,0.014790011569857597
186,2243,0.008385946974158287
187,2255,0.0227813720703125
188,2267,0.009573503397405148
189,2279,0.017739083617925644
190,2291,0.03342340514063835
191,2303,0.00704574678093195
192,2315,0.011783292517066002
193,2327,0.01644093170762062
194,2339,0.014209995046257973
195,2351,0.015039641410112381
196,2363,0.009010646492242813
197,2375,0.030367542058229446
198,2387,0.009078281931579113
199,2399,0.01879740320146084
200,2411,0.03802375867962837
201,2423,0.008231631480157375
202,2435,0.05283898487687111
203,2447,0.025931160897016525
204,2459,0.017621036618947983
205,2471,0.018451444804668427
206,2483,0.012755131348967552
207,2495,0.026059063151478767
208,2507,0.07687253504991531
209,2519,0.04021128639578819
210,2531,0.015113962814211845
211,2543,0.01198440883308649
212,2555,0.012930618599057198
213,2567,0.028034640476107597
214,2579,0.03197981417179108
215,2591,0.0118244094774127
216,2603,0.0065077077597379684
217,2615,0.01230884250253439
218,2627,0.0075500416569411755
219,2639,0.017153650522232056
220,2651,0.03127390891313553
221,2663,0.008800874464213848
222,2675,0.009037499316036701
223,2687,0.015099517069756985
224,2699,0.011516873724758625
225,2711,0.017286906018853188
226,2723,0.010213364847004414
227,2735,0.007223252672702074
228,2747,0.00949812214821577
229,2759,0.014218398369848728
230,2771,0.011216196231544018
231,2783,0.017406249418854713
232,2795,0.011894525028765202
233,2807,0.048643097281455994
234,2819,0.00546414265409112
235,2831,0.011327491141855717
236,2843,0.016937188804149628
237,2855,0.006857840809971094
238,2867,0.009356350637972355
239,2879,0.014912692829966545
240,2891,0.02737097069621086
241,2903,0.031062763184309006
242,2915,0.011815317906439304
243,2927,0.004691064823418856
244,2939,0.011845464818179607
245,2951,0.04248885437846184
246,2963,0.02117132768034935
247,2975,0.01039608009159565
248,2987,0.007029016502201557
249,2999,0.0037417185958474874
250,3011,0.009399567730724812
251,3023,0.01133367046713829
252,3035,0.02096475102007389
253,3047,0.025930313393473625
254,3059,0.037835631519556046
255,3071,0.0061154961585998535
256,3083,0.021920181810855865
257,3095,0.010205336846411228
258,3107,0.00726161478087306
259,3119,0.010093356482684612
260,3131,0.008556300774216652
261,3143,0.008044390939176083
262,3155,0.009754049591720104
263,3167,0.01972995512187481
264,3179,0.016418270766735077
265,3191,0.02510831132531166
266,3203,0.011102241463959217
267,3215,0.028056373819708824
268,3227,0.015739265829324722
269,3239,0.014617109671235085
270,3251,0.008323239162564278
271,3263,0.01558859832584858
272,3275,0.0430167131125927
273,3287,0.01785867288708687
274,3299,0.021506203338503838
275,3311,0.003109333571046591
276,3323,0.010318360291421413
277,3335,0.005339642520993948
278,3347,0.029067497700452805
279,3359,0.03342462703585625
280,3371,0.023897094652056694
281,3383,0.009314635768532753
282,3395,0.008811903186142445
283,3407,0.029944950714707375
284,3419,0.03043551929295063
285,3431,0.04919516667723656
286,3443,0.019979991018772125
287,3455,0.034128643572330475
288,3467,0.012089899741113186
289,3479,0.047232355922460556
290,3491,0.02138412557542324
291,3503,0.010030136443674564
292,3515,0.017793625593185425
293,3527,0.01113712228834629
294,3539,0.02011561207473278
295,3551,0.007503243163228035
296,3563,0.018528668209910393
297,3575,0.004041525535285473
298,3587,0.017216093838214874
299,3599,0.022664910182356834
300,3611,0.013269860297441483
301,3623,0.023145947605371475
302,3635,0.0238383486866951
303,3647,0.03630201891064644
304,3659,0.004583129659295082
305,3671,0.053630147129297256
306,3683,0.004690208472311497
307,3695,0.010713571682572365
308,3707,0.047432608902454376
309,3719,0.022801874205470085
310,3731,0.004247693344950676
311,3743,0.004903809633105993
312,3755,0.009748679585754871
313,3767,0.019972214475274086
314,3779,0.008025744929909706
315,3791,0.010560850612819195
316,3803,0.013352688401937485
317,3815,0.011395299807190895
318,3827,0.01900206319987774
319,3839,0.012849877588450909
320,3851,0.0022467910312116146
321,3863,0.008220505900681019
322,3875,0.0133374547585845
323,3887,0.025375235825777054
324,3899,0.03579579293727875
325,3911,0.024614525958895683
326,3923,0.004301507957279682
327,3935,0.0067284805700182915
328,3947,0.01374856662005186
329,3959,0.016936471685767174
330,3971,0.010147311724722385
331,3983,0.016300810500979424
332,3995,0.04550773650407791
333,4007,0.02220286801457405
334,4019,0.022425267845392227
335,4031,0.02502117119729519
336,4043,0.03603002801537514
337,4055,0.0062413509003818035
338,4067,0.021734317764639854
339,4079,0.018254561349749565
340,4091,0.006227103061974049
341,4103,0.0061727967113256454
342,4115,0.015794189646840096
343,4127,0.013298294506967068
344,4139,0.006786047946661711
345,4151,0.004922770895063877
346,4163,0.019729068502783775
347,4175,0.03695248067378998
348,4187,0.010965870693325996
349,4199,0.009585963562130928
350,4211,0.013591417111456394
351,4223,0.011646590195596218
352,4235,0.008953996933996677
353,4247,0.03805148974061012
354,4259,0.004824674688279629
355,4271,0.007594491355121136
356,4283,0.007072296924889088
357,4295,0.010014420375227928
358,4307,0.012992405332624912
359,4319,0.028507454320788383
360,4331,0.048016589134931564
361,4343,0.020425500348210335
362,4355,0.012299935333430767
363,4367,0.024259191006422043
364,4379,0.05780651047825813
365,4391,0.012395525351166725
366,4403,0.041724301874637604
367,4415,0.027331607416272163
368,4427,0.014543456956744194
369,4439,0.013368458487093449
370,4451,0.008466210216283798
371,4463,0.038557037711143494
372,4475,0.02204272523522377
373,4487,0.011661813594400883
374,4499,0.03218948841094971
375,4511,0.03697110339999199
376,4523,0.0046308161690831184
377,4535,0.029661254957318306
378,4547,0.006801863666623831
379,4559,0.013487926684319973
380,4571,0.025555657222867012
381,4583,0.0369144044816494
382,4595,0.004835545085370541
383,4607,0.014978407882153988
384,4619,0.028872570022940636
385,4631,0.02074304223060608
386,4643,0.016543621197342873
387,4655,0.03603438287973404
388,4667,0.009437883272767067
389,4679,0.022757356986403465
390,4691,0.023393983021378517
391,4703,0.048718858510255814
392,4715,0.02012673392891884
393,4727,0.007079553324729204
394,4739,0.014455744065344334
395,4751,0.007922650314867496
396,4763,0.007438713684678078
397,4775,0.018493570387363434
398,4787,0.008892188780009747
399,4799,0.007406935561448336
400,4811,0.015795525163412094
401,4823,0.03007461503148079
402,4835,0.008352236822247505
403,4847,0.004786147736012936
404,4859,0.009257000871002674
405,4871,0.014657518826425076
406,4883,0.012667488306760788
407,4895,0.04654475674033165
408,4907,0.025175174698233604
409,4919,0.014015122316777706
410,4931,0.01296689547598362
411,4943,0.01974206045269966
412,4955,0.017339127138257027
413,4967,0.04739883914589882
414,4979,0.011872959323227406
415,4991,0.004382203798741102
416,5003,0.026529928669333458
417,5015,0.010146698914468288
418,5027,0.009858082979917526
419,5039,0.024874895811080933
420,5051,0.011648554354906082
421,5063,0.03874041885137558
422,5075,0.03197506070137024
423,5087,0.01314733549952507
424,5099,0.014151833020150661
425,5111,0.006929187569767237
426,5123,0.00860248040407896
427,5135,0.008030863478779793
428,5147,0.010000002570450306
429,5159,0.02302532270550728
430,5171,0.010815954767167568
431,5183,0.01881837472319603
432,5195,0.009047703817486763
433,5207,0.0031110963318496943
434,5219,0.006944066844880581
435,5231,0.01736004836857319
436,5243,0.013712989166378975
437,5255,0.011276406235992908
438,5267,0.018333885818719864
439,5279,0.03811636194586754
440,5291,0.005710354540497065
441,5303,0.025841455906629562
442,5315,0.004388987552374601
443,5327,0.005998912267386913
444,5339,0.011984484270215034
445,5351,0.014864365570247173
446,5363,0.018776755779981613
447,5375,0.024997850880026817
448,5387,0.025107361376285553
449,5399,0.013649257831275463
450,5411,0.017730526626110077
451,5423,0.013141227886080742
452,5435,0.03832659497857094
453,5447,0.009091497398912907
454,5459,0.022843284532427788
455,5471,0.01763705350458622
456,5483,0.019208405166864395
457,5495,0.00608453992754221
458,5507,0.012417948804795742
459,5519,0.02079678140580654
460,5531,0.0283316932618618
461,5543,0.01735188253223896
462,5555,0.009178194217383862
463,5567,0.008368394337594509
464,5579,0.014428777620196342
465,5591,0.009803836233913898
466,5603,0.02706034667789936
467,5615,0.012472870759665966
468,5627,0.006725088227540255
469,5639,0.020343240350484848
470,5651,0.01438096072524786
471,5663,0.031577013432979584
472,5675,0.009565409272909164
473,5687,0.04042775556445122
474,5699,0.016052203252911568
475,5711,0.006649878341704607
476,5723,0.010735669173300266
477,5735,0.006955014541745186
478,5747,0.028821809217333794
479,5759,0.015639228746294975
480,5771,0.007332550827413797
481,5783,0.00854276493191719
482,5795,0.008344714529812336
483,5807,0.009026746265590191
484,5819,0.008547312580049038
485,5831,0.015388150699436665
486,5843,0.021442223340272903
487,5855,0.015403718687593937
488,5867,0.014096323400735855
489,5879,0.014508006162941456
490,5891,0.005731716752052307
491,5903,0.05052204430103302
492,5915,0.008937323465943336
493,5927,0.012146425433456898
494,5939,0.008868757635354996
495,5951,0.022342221811413765
496,5963,0.0155193405225873
497,5975,0.0034112376160919666
498,5987,0.04483994469046593
499,5999,0.003113717772066593
500,6011,0.006493198219686747
501,6023,0.02547338604927063
502,6035,0.018105562776327133
503,6047,0.022739209234714508
504,6059,0.005641046445816755
505,6071,0.006210767664015293
506,6083,0.012558873742818832
507,6095,0.019071197137236595
508,6107,0.019949425011873245
509,6119,0.012378454208374023
510,6131,0.01211750041693449
511,6143,0.014706751331686974
512,6155,0.021230369806289673
513,6167,0.004693291150033474
514,6179,0.05960189178586006
515,6191,0.018491484224796295
516,6203,0.06008358299732208
517,6215,0.0195669736713171
518,6227,0.02734779193997383
519,6239,0.014546885155141354
520,6251,0.014247980900108814
521,6263,0.007180843967944384
522,6275,0.005333681125193834
523,6287,0.008816934190690517
524,6299,0.026065586134791374
525,6311,0.0038923078682273626
526,6323,0.05776393041014671
527,6335,0.02243628352880478
528,6347,0.00692456541582942
529,6359,0.008907862938940525
530,6371,0.010445881634950638
531,6383,0.004320095758885145
532,6395,0.03146301954984665
533,6407,0.008207851089537144
534,6419,0.00777567969635129
535,6431,0.010722081176936626
536,6443,0.007467073388397694
537,6455,0.003569192485883832
538,6467,0.010097073391079903
539,6479,0.022172685712575912
540,6491,0.014323310926556587
541,6503,0.009386913850903511
542,6515,0.007108915131539106
543,6527,0.026277510449290276
544,6539,0.03435038775205612
545,6551,0.014773998409509659
546,6563,0.00818602554500103
547,6575,0.009431002661585808
548,6587,0.005780222825706005
549,6599,0.004457990638911724
550,6611,0.05638707056641579
551,6623,0.0037603878881782293
552,6635,0.004322537686675787
553,6647,0.009384098462760448
554,6659,0.005342789459973574
555,6671,0.007351563312113285
556,6683,0.008787868544459343
557,6695,0.030909007415175438
558,6707,0.018188023939728737
559,6719,0.006018027663230896
560,6731,0.004326896276324987
561,6743,0.01499129831790924
562,6755,0.012900669127702713
563,6767,0.013461397960782051
564,6779,0.008621800690889359
565,6791,0.008726468309760094
566,6803,0.029288899153470993
567,6815,0.005150382872670889
568,6827,0.020315801724791527
569,6839,0.012572876177728176
570,6851,0.009098786860704422
571,6863,0.012951514683663845
572,6875,0.01318387221544981
573,6887,0.004646260756999254
574,6899,0.00469787884503603
575,6911,0.00835318211466074
576,6923,0.05008137226104736
577,6935,0.01903354562819004
578,6947,0.0062480769120156765
579,6959,0.012315649539232254
580,6971,0.01136714406311512
581,6983,0.015239506028592587
582,6995,0.006194438319653273
583,7007,0.013592410832643509
584,7019,0.006588076241314411
585,7031,0.004563475027680397
586,7043,0.014581942930817604
587,7055,0.023050447925925255
588,7067,0.06440858542919159
589,7079,0.0408598855137825
590,7091,0.0531281940639019
591,7103,0.017359456047415733
592,7115,0.008385955356061459
593,7127,0.015032651834189892
594,7139,0.02265331521630287
595,7151,0.020708275958895683
596,7163,0.009144948795437813
597,7175,0.003460426116362214
598,7187,0.012220892123878002
599,7199,0.006746722385287285
600,7211,0.021831531077623367
601,7223,0.0076405745930969715
602,7235,0.018717823550105095
603,7247,0.010576107539236546
604,7259,0.003977669402956963
605,7271,0.007477675098925829
606,7283,0.009556510485708714
607,7295,0.016233911737799644
608,7307,0.004160763695836067
609,7319,0.00975740049034357
610,7331,0.033241335302591324
611,7343,0.004204809200018644
612,7355,0.006195071153342724
613,7367,0.03679342940449715
614,7379,0.012688717804849148
615,7391,0.009897647425532341
616,7403,0.01030722726136446
617,7415,0.006907823029905558
618,7427,0.09051256626844406
619,7439,0.006077827885746956
620,7451,0.00874337088316679
621,7463,0.002025742083787918
622,7475,0.015338679775595665
623,7487,0.004168819170445204
624,7499,0.006193225737661123
625,7511,0.01083051972091198
626,7523,0.029225600883364677
627,7535,0.00933181680738926
628,7547,0.005379791371524334
629,7559,0.011745616793632507
630,7571,0.02087954431772232
631,7583,0.018345186486840248
632,7595,0.01192748174071312
633,7607,0.03040219657123089
634,7619,0.01045460719615221
635,7631,0.01545571070164442
636,7643,0.012430013157427311
637,7655,0.007538138888776302
638,7667,0.010377653874456882
639,7679,0.025663061067461967
640,7691,0.011780757457017899
641,7703,0.0047403001226484776
642,7715,0.005479025188833475
643,7727,0.04239504039287567
644,7739,0.007049044128507376
645,7751,0.01430924516171217
646,7763,0.009375287219882011
647,7775,0.011824864894151688
648,7787,0.07096140831708908
649,7799,0.009400928393006325
650,7811,0.002038240199908614
651,7823,0.01753060147166252
652,7835,0.025631556287407875
653,7847,0.010319903492927551
654,7859,0.013401070609688759
655,7871,0.011632530950009823
656,7883,0.009647791273891926
657,7895,0.0054084560833871365
658,7907,0.005240244325250387
659,7919,0.007651283405721188
660,7931,0.009475824423134327
661,7943,0.009288630448281765
662,7955,0.00540732080116868
663,7967,0.008949894458055496
664,7979,0.014797142706811428
665,7991,0.008933226577937603
666,8003,0.007217210717499256
667,8015,0.010568607598543167
668,8027,0.0105745242908597
669,8039,0.009391764178872108
670,8051,0.017094191163778305
671,8063,0.00841846875846386
672,8075,0.005134104751050472
673,8087,0.019035039469599724
674,8099,0.013940480537712574
675,8111,0.02176341786980629
676,8123,0.05827615410089493
677,8135,0.029832221567630768
678,8147,0.031148169189691544
679,8159,0.013425037264823914
680,8171,0.010313061997294426
681,8183,0.011209414340555668
682,8195,0.023967120796442032
683,8207,0.027641577646136284
684,8219,0.032890964299440384
685,8231,0.006549189332872629
686,8243,0.02890186943113804
687,8255,0.016785545274615288
688,8267,0.00625262688845396
689,8279,0.009812038391828537
690,8291,0.011605750769376755
691,8303,0.02630637399852276
692,8315,0.005321097560226917
693,8327,0.007795523386448622
694,8339,0.016606200486421585
695,8351,0.0027925537433475256
696,8363,0.006601433269679546
